0.11964, 51.48708, "Camping Abbey Wood, GB-London"
-0.07564, 51.42474, "Camping Crystal Palace, GB-London"
-0.00867, 51.65381, "Camping Lee Valley, GB-London"
0.01909, 51.65645, "Camping Lippitts Hill, GB-London"
